000000083027|qb_4434
000000076740|tc_598
000000132109|bt_546
000000085865|qb_9203
000000086342|qb_10013
000000102408|qw_11362
000000087756|dpql_2429
000000000313|tc_598
000000133701|bt_3904
000000103428|qw_13698
000000117286|sfq_16989
000000103244|qw_13242
000000072068|qf_1379
000000020345|bb_851
000000026433|qw_663
000000061561|odql_4808
000000010956|qb_8263
000000017156|wh_588
000000003105|qz_2173
000000003370|qz_2747
000000031258|qw_9251
000000117644|sfq_17598
000000016810|wh_81
000000075480|qg_3100
000000013557|dpql_1636
000000130548|odql_12781
000000054840|sfq_22956
000000122822|tb_321
000000045664|sfq_10070
000000071102|bt_4452
000000132566|bt_1533
000000039032|sfq_656
000000102165|qw_10831
000000036923|jp_2405
000000026948|qw_1511
000000131117|odql_13806
000000076291|qg_4318
000000093240|bb_1766
000000003767|qz_3586
000000021071|bb_1940
000000021800|bb_3174
000000102793|qw_12229
000000073252|qf_3318
000000026570|qw_888
000000085182|qb_8042
000000091212|wh_2559
000000120989|sfq_23409
000000028914|qw_4931
000000093312|bb_1940
000000119864|sfq_21432
000000079942|qz_5345
000000098739|qw_3282
000000108081|sfq_1252
000000106892|jp_3884
000000115221|sfq_13587
000000036690|jp_2073
000000088559|dpql_3978
000000035256|jp_129
000000053785|sfq_21474
000000066313|odql_12175
000000107891|sfq_954
000000065459|odql_10895
000000087782|dpql_2478
000000046802|sfq_11694
000000079432|qz_3586
000000086831|dpql_643
000000066174|odql_11977
000000073975|qg_739
000000007806|qb_3918
000000010472|qb_7556
000000003377|qz_2759
000000054270|sfq_22156
000000024193|bb_7063
000000069910|bt_2533
000000031674|qw_9982
000000125934|odql_4174
000000136846|qg_1848
000000056774|sfq_25644
000000043869|sfq_7498
000000081367|qb_1662
000000003376|qz_2757
000000016948|wh_287
000000022362|bb_4094
000000011118|qb_8481
000000119543|sfq_20869
000000114432|sfq_12229
000000071689|qf_738
000000137122|qg_2370
000000127212|odql_6596
000000036702|jp_2089
000000027980|qw_3278
000000121565|sfq_24403
000000003253|qz_2456
000000006358|qb_1904
000000137519|qg_3100
000000074108|qg_948
000000106695|jp_3573
000000026015|qw_19
000000104484|qw_16320
000000073243|qf_3304
000000080242|qz_6276
000000064867|odql_9979
000000018528|wh_2599
000000016827|wh_113
000000097118|qw_26
000000009530|qb_6287
000000095047|bb_5718
000000000921|tc_1531
000000109286|sfq_3377
000000009938|qb_6843
000000067346|odql_13733
000000088346|dpql_3567
000000097257|qw_271
000000089217|dpql_5252
000000114539|sfq_12432
000000108374|sfq_1736
000000058551|odql_213
000000051806|sfq_18704
000000002054|tc_3144
000000086249|qb_9862
000000042745|sfq_5946
000000029183|qw_5410
000000136888|qg_1928
000000114222|sfq_11896
000000065331|odql_10687
000000025408|bb_8731
000000097790|qw_1335
000000095942|bb_7527
000000075784|qg_3559
000000014855|dpql_3567
000000074025|qg_821
000000067263|odql_13624
000000026630|qw_979
000000049454|sfq_15413
000000034666|qw_15751
000000040051|sfq_2086
000000122251|sfq_25490
000000070968|bt_4234
000000042531|sfq_5647
000000124834|odql_2199
000000085126|qb_7943
000000105839|jp_2073
000000135458|qf_2939
000000028650|qw_4449
000000047569|sfq_12763
000000110068|sfq_4706
000000037756|jp_3538
000000134913|qf_1810
000000027162|qw_1834
000000030141|qw_7191
000000032851|qw_12139
000000036193|jp_1380
000000034679|qw_15784
000000061872|odql_5287
000000135634|qf_3321
000000119407|sfq_20631
000000110580|sfq_5596
000000133369|bt_3224
000000126065|odql_4417
000000132495|bt_1379
000000009355|qb_6056
000000124759|odql_2060
000000008614|qb_5040
000000132401|bt_1190
000000120395|sfq_22351
000000093614|bb_2652
000000077428|tc_1967
000000135013|qf_2014
000000122411|sfq_25756
000000052313|sfq_19423
000000001739|tc_2694
